TransactionNo,TransactionDate,TransactionType,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,SKU,ProductAttributes,BatchNo,StockType,Cost,SaleQty,SaleBonusQty,SaleTotalQty,MRP,SaleAmount,SR_Qty,SR_BonusQty,SR_TotalQty,SR_Rate,SR_Amount,DiscountAmount,OtherCharge,VATAmount,TAXAmount,LocationAddress,CustomerAddress,CustomerBirthDate,CustomerMarriageStatus,CustomerAgeInYear,PerInvoiceAverageAmount
S-03669,24-Apr-22,Sale,Kopotakkho,C-000426,M/S Anwer Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO10422,OUT,1.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Dhormotola (In front of Brac learning office),   Jashore","Dhorbespur, Meherpur Sadar, Meherpur",12-Jun-62,NO,61 Year,19096.57
S-18287,19-Oct-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 07-10.23,OUT,250.00 ,55.00,0.00,55.00,940.00,51700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-18287,19-Oct-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 07-10.23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-18287,19-Oct-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO4-12-22,OUT,250.00 ,0.00,2.00,2.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-18287,19-Oct-23,Sale,Muhuri,C-000073,M/S Nahida Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",19-Apr-94,YES,29 Year,92495.92
S-18286,19-Oct-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 07-10.23,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-18285,19-Oct-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P 07-10.23,OUT,250.00 ,120.00,13.00,133.00,940.00,112800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-18284,19-Oct-23,Sale,Muhuri,C-000142,M/S Hafsa Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060723,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Amisha Para, Sonaimuri, Noakhali.",6-Oct-84,NO,39 Year,20212.02
S-18283,19-Oct-23,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,50.00,4.00,54.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
S-17789,27-Sep-23,Sale,Muhuri,C-000533,M/S Agro Valley,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,15.00,0.00,15.00,940.00,14100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Chowrasta, Chowmuhoni, Begomgonj, Noakhali.",26-Jun-96,NO,27 Year,7183.65
S-17770,27-Sep-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060723,OUT,250.00 ,25.00,0.00,25.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-17770,27-Sep-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-17758,26-Sep-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060723,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-17758,26-Sep-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-02-22,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-17744,25-Sep-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060724,OUT,250.00 ,76.00,0.00,76.00,940.00,71440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-17744,25-Sep-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,9.00,11.00,20.00,940.00,8460.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-17744,25-Sep-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060723,OUT,250.00 ,15.00,0.00,15.00,940.00,14100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-17726,24-Sep-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,100.00,0.00,100.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-17726,24-Sep-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,0.00,5.00,5.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-17726,24-Sep-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,0.00,6.00,6.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-17715,23-Sep-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-17667,21-Sep-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-08-23,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-17616,19-Sep-23,Sale,Muhuri,C-000330,M/S Ismail Patwary Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dighir Par, Mega Bazar, Chatkhil, Noakhali.",1-Aug-73,YES,50 Year,17882.65
S-17438,10-Sep-23,Sale,Muhuri,C-000869,M/S G.S Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Bhuiyarhat, Kabirhat, Noakhali.",30-Aug-80,NO,43 Year,25374.59
S-17391,7-Sep-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-17390,7-Sep-23,Sale,Muhuri,C-000142,M/S Hafsa Enterprise,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Amisha Para, Sonaimuri, Noakhali.",6-Oct-84,NO,39 Year,20212.02
S-17248,5-Sep-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P060723,OUT,250.00 ,200.00,0.00,200.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-17248,5-Sep-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,0.00,25.00,25.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-17217,4-Sep-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-17119,31-Aug-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,50.00,4.00,54.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-17013,28-Aug-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P06-07-23,OUT,250.00 ,200.00,22.00,222.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-16720,17-Aug-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,10.00,0.00,10.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-16720,17-Aug-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,10.00,1.00,11.00,940.00,9400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-16624,13-Aug-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,25.00,0.00,25.00,940.00,23500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-16624,13-Aug-23,Sale,Muhuri,C-000379,M/S Fooruk Shah Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Mohammodpur, Banijuri , Raozan, Ctg.",4-Jul-91,NO,32 Year,25831.49
S-16574,10-Aug-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-16574,10-Aug-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-16453,6-Aug-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,40.00,0.00,40.00,940.00,37600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-16453,6-Aug-23,Sale,Muhuri,C-000075,M/S Munshirhat Poultry,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,3.00,3.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Gudam Quarter, Railgait, Feni.",25-Dec-80,YES,43 Year,30693.48
S-16451,6-Aug-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,100.00,0.00,100.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-16451,6-Aug-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,0.00,11.00,11.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-16421,6-Aug-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,POB-07-23,OUT,250.00 ,50.00,0.00,50.00,940.00,47000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-16421,6-Aug-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,0.00,4.00,4.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-16167,30-Jul-23,Sale,Muhuri,C-000533,M/S Agro Valley,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,8.00,0.00,8.00,940.00,7520.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Chowrasta, Chowmuhoni, Begomgonj, Noakhali.",26-Jun-96,NO,27 Year,7183.65
S-15961,22-Jul-23,Sale,Muhuri,C-000076,M/S Sheikh Farid Mothso Prokolpo,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,100.00,10.00,110.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur, Zorargonj, Chattogram.",20-Jan-76,YES,47 Year,117526.3
S-15960,22-Jul-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,47.00,0.00,47.00,940.00,44180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-15960,22-Jul-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO8-06-23,OUT,250.00 ,53.00,10.00,63.00,940.00,49820.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-15890,18-Jul-23,Sale,Muhuri,C-000330,M/S Ismail Patwary Traders,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dighir Par, Mega Bazar, Chatkhil, Noakhali.",1-Aug-73,YES,50 Year,17882.65
S-15726,11-Jul-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,0.00,20.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-15726,11-Jul-23,Sale,Muhuri,C-000885,M/S Al Zilanee Fish Project,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,0.00,1.00,1.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Monohar Ali Talukdar Bari,Asian Nagar.Faqeer Tila.Shabakhuli.Raozan Ctg",1-Jun-74,NO,49 Year,20587.63
S-15725,11-Jul-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,60.00,0.00,60.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-15725,11-Jul-23,Sale,Muhuri,C-000121,M/S Mohiuddin Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,0.00,5.00,5.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",2-Mar-73,NO,50 Year,104291.36
S-15724,11-Jul-23,Sale,Muhuri,C-000109,M/S Ayon Fisheries,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Dakbangla, Boktarmunsi, Sonagazi, Feni.",1-Jan-68,NO,55 Year,134591.3
S-15535,9-Jul-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,120.00,0.00,120.00,940.00,112800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-15535,9-Jul-23,Sale,Muhuri,C-000972,M/S Tarek Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,0.00,13.00,13.00,940.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Jorpukur, Azompur, Zorargonj, Chattogram.",12-Nov-97,NO,26 Year,101704.75
S-15533,9-Jul-23,Sale,Muhuri,C-000256,M/S Mostofa Brothers,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,60.00,5.00,65.00,940.00,56400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",15-Mar-69,NO,54 Year,60116.8
S-15532,9-Jul-23,Sale,Muhuri,C-000367,M/S S. Alam Fish & Agro,Aqua Product,I-00202,Clean 100ml,ml,100 ml,P04-03-23,OUT,250.00 ,100.00,11.00,111.00,940.00,94000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Azompur Bazar, Zorargonj, Chattogram.",1-May-78,YES,45 Year,97905.52
S-15530,9-Jul-23,Sale,Muhuri,C-000072,M/S Khurshid Store,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,200.00,25.00,225.00,940.00,188000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Muhuri Project, Zorargonj, Chattogram.",12-Mar-73,YES,50 Year,119397.69
S-15523,9-Jul-23,Sale,Muhuri,C-000189,M/S Shah Jahan Mothso Khamar,Aqua Product,I-00202,Clean 100ml,ml,100 ml,PO5-02-23,OUT,250.00 ,20.00,1.00,21.00,940.00,18800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Holding-190,Choudhuri Bari Road,  Middle Chandipur,Mohipal,Feni","Kesharpar, Senbag, Noakhali.",1-Jun-60,NO,63 Year,21036.63
